customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
3231,79,5,18175,3,2,4,324,Promising
5934,76,3,13279,4,1,3,413,New Customers
7100,230,6,7821,2,3,1,231,At Risk
7438,93,3,14257,3,1,3,313,Others
9048,110,5,18336,3,2,4,324,Promising
9118,125,6,6597,3,3,1,331,Promising
15228,720,7,15757,1,4,3,143,Cannot Lose Them
16309,147,8,12071,3,4,2,342,Others
17125,714,8,16115,1,4,3,143,Cannot Lose Them
17553,337,6,5510,2,3,1,231,At Risk
17927,88,5,17942,3,2,4,324,Promising
18328,578,3,13224,1,1,3,113,Others
19219,59,7,9276,4,4,2,442,Others
19566,16,7,10718,4,4,2,442,Others
20053,555,6,9244,1,3,2,132,At Risk
21351,175,9,12879,3,4,2,342,Others
29938,390,6,10933,1,3,2,132,At Risk
32396,136,5,18370,3,2,4,324,Promising
34383,432,6,12518,1,3,2,132,At Risk
34862,566,6,9081,1,3,2,132,At Risk
35478,423,7,13346,1,4,3,143,Cannot Lose Them
35790,623,5,18313,1,2,4,124,Cannot Lose Them
35971,171,5,20033,3,2,4,324,Promising
36042,213,7,11053,2,4,2,242,Others
37444,390,7,15641,1,4,3,143,Cannot Lose Them
37827,29,5,18840,4,2,4,424,Potential Loyalists
39154,8,5,21493,4,2,4,424,Potential Loyalists
41126,469,7,17642,1,4,3,143,Cannot Lose Them
41963,54,5,19223,4,2,4,424,Potential Loyalists
42954,584,6,12989,1,3,2,132,At Risk
45119,571,5,20889,1,2,4,124,Cannot Lose Them
46521,24,5,18832,4,2,4,424,Potential Loyalists
48482,46,5,20965,4,2,4,424,Potential Loyalists
310,18,3,13092,4,1,3,413,New Customers
311,398,7,15544,1,4,3,143,Cannot Lose Them
344,504,7,17832,1,4,3,143,Cannot Lose Them
2930,484,8,15766,1,4,3,143,Cannot Lose Them
5472,420,6,11930,1,3,2,132,At Risk
8391,51,3,14512,4,1,3,413,New Customers
8957,110,6,8010,3,3,1,331,Promising
9967,382,6,12105,1,3,2,132,At Risk
10858,155,4,19302,3,2,4,324,Promising
11178,817,3,13561,1,1,3,113,Others
11785,523,7,16336,1,4,3,143,Cannot Lose Them
14417,192,8,12616,2,4,2,242,Others
15139,559,3,13351,1,1,3,113,Others
15564,78,7,10832,3,4,2,342,Others
16525,170,5,17943,3,2,4,324,Promising
17672,143,5,20713,3,2,4,324,Promising
18473,52,8,12541,4,4,2,442,Others
20327,42,7,9741,4,4,2,442,Others
20685,38,5,20543,4,2,4,424,Potential Loyalists
21950,398,9,16007,1,4,3,143,Cannot Lose Them
22219,264,6,7259,2,3,1,231,At Risk
29083,397,7,13485,1,4,3,143,Cannot Lose Them
29866,134,5,20549,3,2,4,324,Promising
30678,391,7,15226,1,4,3,143,Cannot Lose Them
35932,456,7,11407,1,4,2,142,Others
35963,12,5,18075,4,2,4,424,Potential Loyalists
36229,383,7,16790,1,4,3,143,Cannot Lose Them
38856,1,7,12574,4,4,2,442,Others
40638,259,3,13465,2,1,3,213,Others
40831,39,5,18523,4,2,4,424,Potential Loyalists
43107,61,9,11958,4,4,2,442,Others
46921,472,3,13066,1,1,3,113,Others
48038,397,6,8616,1,3,1,131,At Risk
48908,294,7,11665,2,4,2,242,Others
49062,400,6,11569,1,3,2,132,At Risk
3599,119,6,7287,3,3,1,331,Promising
4010,161,5,18373,3,2,4,324,Promising
14114,606,5,20429,1,2,4,124,Cannot Lose Them
14331,124,5,17975,3,2,4,324,Promising
17587,863,6,12231,1,3,2,132,At Risk
20410,384,6,10653,1,3,2,132,At Risk
20787,195,7,9222,2,4,2,242,Others
21853,523,5,19263,1,2,4,124,Cannot Lose Them
22676,359,6,7097,2,3,1,231,At Risk
23757,582,5,18458,1,2,4,124,Cannot Lose Them
26155,138,5,17984,3,2,4,324,Promising
29484,417,8,16274,1,4,3,143,Cannot Lose Them
29908,386,5,18530,1,2,4,124,Cannot Lose Them
29924,779,7,7233,1,4,1,141,Others
31444,492,6,11536,1,3,2,132,At Risk
31711,153,3,14077,3,1,3,313,Others
32847,919,8,11936,1,4,2,142,Others
34398,7,5,18660,4,2,4,424,Potential Loyalists
34695,551,6,12536,1,3,2,132,At Risk
34904,102,8,12824,3,4,2,342,Others
35277,64,5,20021,4,2,4,424,Potential Loyalists
36248,568,6,10600,1,3,2,132,At Risk
36985,7,6,8738,4,3,1,431,Potential Loyalists
39930,164,7,10979,3,4,2,342,Others
40799,154,5,18418,3,2,4,324,Promising
42009,487,7,12934,1,4,2,142,Others
45024,386,7,17500,1,4,3,143,Cannot Lose Them
46247,165,4,18705,3,2,4,324,Promising
47148,211,7,12216,2,4,2,242,Others
47801,114,5,18027,3,2,4,324,Promising
47944,436,6,11781,1,3,2,132,At Risk
47986,211,6,8052,2,3,1,231,At Risk
49555,433,6,12334,1,3,2,132,At Risk
707,423,5,19611,1,2,4,124,Cannot Lose Them
3079,125,7,12718,3,4,2,342,Others
4344,480,7,17490,1,4,3,143,Cannot Lose Them
5118,65,5,22461,4,2,4,424,Potential Loyalists
5776,153,5,18548,3,2,4,324,Promising
7254,163,6,8014,3,3,1,331,Promising
8017,266,7,8556,2,4,1,241,Others
9254,109,7,11966,3,4,2,342,Others
17282,571,6,10661,1,3,2,132,At Risk
18022,489,6,12270,1,3,2,132,At Risk
20869,149,3,13010,3,1,3,313,Others
25861,377,8,12109,1,4,2,142,Others
29384,169,3,13628,3,1,3,313,Others
31106,484,6,12975,1,3,2,132,At Risk
33723,122,7,11421,3,4,2,342,Others
36651,24,5,18256,4,2,4,424,Potential Loyalists
40522,173,5,21010,3,2,4,324,Promising
41575,81,6,8314,3,3,1,331,Promising
42475,167,5,18283,3,2,4,324,Promising
42480,162,7,8609,3,4,1,341,Others
42571,398,7,16590,1,4,3,143,Cannot Lose Them
44240,0,5,20169,4,2,4,424,Potential Loyalists
44542,620,3,13725,1,1,3,113,Others
44717,475,4,18526,1,2,4,124,Cannot Lose Them
46585,344,7,11814,2,4,2,242,Others
47113,424,5,18665,1,2,4,124,Cannot Lose Them
47878,317,7,11355,2,4,2,242,Others
48043,824,6,11969,1,3,2,132,At Risk
48950,447,5,18608,1,2,4,124,Cannot Lose Them
48974,44,5,18738,4,2,4,424,Potential Loyalists
1969,253,7,11602,2,4,2,242,Others
3742,401,7,15843,1,4,3,143,Cannot Lose Them
6497,119,5,21085,3,2,4,324,Promising
6639,75,6,8523,4,3,1,431,Potential Loyalists
8901,449,6,9001,1,3,2,132,At Risk
9934,696,7,15491,1,4,3,143,Cannot Lose Them
14846,445,5,21980,1,2,4,124,Cannot Lose Them
17161,473,5,20430,1,2,4,124,Cannot Lose Them
19218,165,5,19024,3,2,4,324,Promising
19486,386,7,10589,1,4,2,142,Others
19603,85,5,18844,3,2,4,324,Promising
19774,384,5,20445,1,2,4,124,Cannot Lose Them
20254,51,7,11705,4,4,2,442,Others
27445,10,3,13556,4,1,3,413,New Customers
27767,71,5,22677,4,2,4,424,Potential Loyalists
27920,267,7,12724,2,4,2,242,Others
29616,420,7,15187,1,4,3,143,Cannot Lose Them
29857,182,5,19801,3,2,4,324,Promising
31004,123,3,14564,3,1,3,313,Others
31591,258,7,6677,2,4,1,241,Others
32356,298,7,12612,2,4,2,242,Others
33549,45,9,12464,4,4,2,442,Others
34072,566,6,10117,1,3,2,132,At Risk
34704,123,5,18338,3,2,4,324,Promising
36289,379,6,12642,1,3,2,132,At Risk
37534,199,8,10148,2,4,2,242,Others
37793,142,5,18727,3,2,4,324,Promising
37843,110,6,6968,3,3,1,331,Promising
49279,92,7,12325,3,4,2,342,Others
49781,330,8,10125,2,4,2,242,Others
172,451,6,10493,1,3,2,132,At Risk
518,465,7,10743,1,4,2,142,Others
1758,23,3,14387,4,1,3,413,New Customers
2857,734,5,20336,1,2,4,124,Cannot Lose Them
3415,120,5,19803,3,2,4,324,Promising
6767,452,8,17679,1,4,3,143,Cannot Lose Them
7072,494,7,15743,1,4,3,143,Cannot Lose Them
9282,240,3,13829,2,1,3,213,Others
10902,96,3,13823,3,1,3,313,Others
13648,438,6,12659,1,3,2,132,At Risk
14318,124,5,23149,3,2,4,324,Promising
16188,280,7,11417,2,4,2,242,Others
17750,485,3,13125,1,1,3,113,Others
18644,517,5,19944,1,2,4,124,Cannot Lose Them
20060,31,7,10603,4,4,2,442,Others
23645,167,9,12925,3,4,2,342,Others
26451,101,5,19405,3,2,4,324,Promising
26486,49,7,12579,4,4,2,442,Others
30710,406,6,11677,1,3,2,132,At Risk
32302,567,5,20184,1,2,4,124,Cannot Lose Them
32785,406,5,18890,1,2,4,124,Cannot Lose Them
38588,317,3,13422,2,1,3,213,Others
38777,752,5,18404,1,2,4,124,Cannot Lose Them
41296,23,5,17980,4,2,4,424,Potential Loyalists
42836,403,6,12110,1,3,2,132,At Risk
45746,29,5,18312,4,2,4,424,Potential Loyalists
538,339,7,11298,2,4,2,242,Others
2378,752,6,12082,1,3,2,132,At Risk
4164,484,9,17326,1,4,3,143,Cannot Lose Them
4480,35,3,13228,4,1,3,413,New Customers
4731,383,6,11054,1,3,2,132,At Risk
5096,107,4,17942,3,2,4,324,Promising
7199,448,5,19901,1,2,4,124,Cannot Lose Them
7947,126,7,11529,3,4,2,342,Others
8834,343,3,13749,2,1,3,213,Others
9529,123,6,8432,3,3,1,331,Promising
13216,498,6,11760,1,3,2,132,At Risk
15441,576,6,11232,1,3,2,132,At Risk
16472,376,7,16930,1,4,3,143,Cannot Lose Them
16827,27,5,20087,4,2,4,424,Potential Loyalists
20354,236,9,11622,2,4,2,242,Others
26179,452,7,17773,1,4,3,143,Cannot Lose Them
26228,13,5,19981,4,2,4,424,Potential Loyalists
30015,563,8,16738,1,4,3,143,Cannot Lose Them
30749,163,5,20331,3,2,4,324,Promising
31515,74,5,19920,4,2,4,424,Potential Loyalists
36487,180,5,19718,3,2,4,324,Promising
36866,34,5,18692,4,2,4,424,Potential Loyalists
38212,301,7,8476,2,4,1,241,Others
43562,21,5,19849,4,2,4,424,Potential Loyalists
46568,19,5,22492,4,2,4,424,Potential Loyalists
46626,161,5,20332,3,2,4,324,Promising
49664,110,5,20263,3,2,4,324,Promising
845,76,5,17917,4,2,4,424,Potential Loyalists
2218,134,5,17935,3,2,4,324,Promising
3936,94,5,20371,3,2,4,324,Promising
4955,60,3,13461,4,1,3,413,New Customers
7379,405,8,13717,1,4,3,143,Cannot Lose Them
7597,411,6,12361,1,3,2,132,At Risk
8762,127,5,19815,3,2,4,324,Promising
11411,106,5,19046,3,2,4,324,Promising
12075,447,7,15884,1,4,3,143,Cannot Lose Them
12241,86,6,6647,3,3,1,331,Promising
12582,481,6,11104,1,3,2,132,At Risk
14756,105,7,12301,3,4,2,342,Others
17473,290,3,13115,2,1,3,213,Others
18503,416,5,18124,1,2,4,124,Cannot Lose Them
19407,79,6,8270,3,3,1,331,Promising
20013,480,7,15380,1,4,3,143,Cannot Lose Them
20189,50,5,18120,4,2,4,424,Potential Loyalists
21798,587,5,20074,1,2,4,124,Cannot Lose Them
22960,76,7,11688,4,4,2,442,Others
24166,465,3,13779,1,1,3,113,Others
26063,182,3,13040,3,1,3,313,Others
27090,385,6,12815,1,3,2,132,At Risk
27300,84,5,18349,3,2,4,324,Promising
29269,46,7,11251,4,4,2,442,Others
32377,493,8,16073,1,4,3,143,Cannot Lose Them
33021,26,7,12622,4,4,2,442,Others
35034,25,7,12311,4,4,2,442,Others
37682,386,7,17088,1,4,3,143,Cannot Lose Them
41387,589,7,14227,1,4,3,143,Cannot Lose Them
42917,538,5,20213,1,2,4,124,Cannot Lose Them
43512,132,5,19510,3,2,4,324,Promising
43590,405,3,13126,1,1,3,113,Others
48641,447,5,20607,1,2,4,124,Cannot Lose Them
49736,555,3,13043,1,1,3,113,Others
1875,583,6,10790,1,3,2,132,At Risk
3043,826,5,18193,1,2,4,124,Cannot Lose Them
6427,11,7,10838,4,4,2,442,Others
6949,103,3,13127,3,1,3,313,Others
9020,488,6,12291,1,3,2,132,At Risk
11107,691,7,14278,1,4,3,143,Cannot Lose Them
11477,410,7,16445,1,4,3,143,Cannot Lose Them
12920,284,3,12993,2,1,3,213,Others
15217,99,5,19710,3,2,4,324,Promising
16061,5,7,8417,4,4,1,441,Others
16594,193,3,13222,2,1,3,213,Others
17140,77,5,20044,4,2,4,424,Potential Loyalists
17452,388,8,15671,1,4,3,143,Cannot Lose Them
19443,115,3,13126,3,1,3,313,Others
20049,399,6,4911,1,3,1,131,At Risk
23475,558,6,11728,1,3,2,132,At Risk
25110,99,7,11967,3,4,2,342,Others
25534,457,7,14377,1,4,3,143,Cannot Lose Them
33099,256,7,10236,2,4,2,242,Others
33488,41,5,18596,4,2,4,424,Potential Loyalists
36783,458,6,11146,1,3,2,132,At Risk
38881,400,6,8142,1,3,1,131,At Risk
43151,674,5,22312,1,2,4,124,Cannot Lose Them
43487,95,5,18173,3,2,4,324,Promising
44901,83,6,7475,3,3,1,331,Promising
45440,717,5,22818,1,2,4,124,Cannot Lose Them
46352,454,7,13289,1,4,3,143,Cannot Lose Them
46717,726,3,13630,1,1,3,113,Others
48110,486,5,21186,1,2,4,124,Cannot Lose Them
48476,1058,5,19807,1,2,4,124,Cannot Lose Them
2639,483,7,12532,1,4,2,142,Others
4713,405,3,13555,1,1,3,113,Others
5918,84,6,8271,3,3,1,331,Promising
8077,172,5,18167,3,2,4,324,Promising
8959,177,7,12168,3,4,2,342,Others
9016,436,7,17163,1,4,3,143,Cannot Lose Them
11793,111,7,9076,3,4,2,342,Others
12233,457,5,19229,1,2,4,124,Cannot Lose Them
12302,27,5,19400,4,2,4,424,Potential Loyalists
12639,0,5,20032,4,2,4,424,Potential Loyalists
12979,393,5,19366,1,2,4,124,Cannot Lose Them
18887,721,5,18692,1,2,4,124,Cannot Lose Them
20240,138,6,6871,3,3,1,331,Promising
20324,460,3,13564,1,1,3,113,Others
21642,170,5,19496,3,2,4,324,Promising
22531,82,5,18038,3,2,4,324,Promising
23527,143,5,18697,3,2,4,324,Promising
25077,138,7,11869,3,4,2,342,Others
26870,479,5,18159,1,2,4,124,Cannot Lose Them
28362,986,5,18384,1,2,4,124,Cannot Lose Them
28941,112,7,10133,3,4,2,342,Others
29478,160,7,10918,3,4,2,342,Others
29628,386,8,17403,1,4,3,143,Cannot Lose Them
32217,16,5,18927,4,2,4,424,Potential Loyalists
33987,29,7,11714,4,4,2,442,Others
36020,89,7,11251,3,4,2,342,Others
36380,177,5,21293,3,2,4,324,Promising
36642,289,3,14787,2,1,3,213,Others
37859,567,6,12289,1,3,2,132,At Risk
38538,247,7,11685,2,4,2,242,Others
39605,396,3,14290,1,1,3,113,Others
40683,684,5,17964,1,2,4,124,Cannot Lose Them
40830,0,5,18482,4,2,4,424,Potential Loyalists
40869,150,7,10241,3,4,2,342,Others
42366,385,6,9962,1,3,2,132,At Risk
46093,385,7,17113,1,4,3,143,Cannot Lose Them
46146,28,5,18952,4,2,4,424,Potential Loyalists
46785,732,6,9726,1,3,2,132,At Risk
49213,1,5,18729,4,2,4,424,Potential Loyalists
1172,134,5,17998,3,2,4,324,Promising
2862,112,7,11341,3,4,2,342,Others
2911,42,5,19523,4,2,4,424,Potential Loyalists
4117,414,5,20241,1,2,4,124,Cannot Lose Them
6037,111,5,18613,3,2,4,324,Promising
6308,209,7,11182,2,4,2,242,Others
8371,371,3,13224,2,1,3,213,Others
10967,643,6,11346,1,3,2,132,At Risk
13893,158,5,20042,3,2,4,324,Promising
21032,419,5,18930,1,2,4,124,Cannot Lose Them
23406,440,6,10226,1,3,2,132,At Risk
23794,84,5,19962,3,2,4,324,Promising
25945,381,6,10238,1,3,2,132,At Risk
26752,4,3,13492,4,1,3,413,New Customers
30596,81,7,12681,3,4,2,342,Others
31552,527,5,18029,1,2,4,124,Cannot Lose Them
36364,36,5,19609,4,2,4,424,Potential Loyalists
41776,129,8,11245,3,4,2,342,Others
42567,510,7,8271,1,4,1,141,Others
44123,229,6,6249,2,3,1,231,At Risk
47290,194,3,13129,2,1,3,213,Others
49177,127,8,11777,3,4,2,342,Others
49795,61,7,9089,4,4,2,442,Others
49952,395,7,12643,1,4,2,142,Others
489,371,8,12838,2,4,2,242,Others
1595,80,8,12110,3,4,2,342,Others
7124,578,6,10932,1,3,2,132,At Risk
7331,12,5,19258,4,2,4,424,Potential Loyalists
7949,408,3,13713,1,1,3,113,Others
8081,477,7,13743,1,4,3,143,Cannot Lose Them
9036,570,6,9243,1,3,2,132,At Risk
9116,35,5,18314,4,2,4,424,Potential Loyalists
9123,174,7,12755,3,4,2,342,Others
11158,527,6,8689,1,3,1,131,At Risk
14620,432,5,18494,1,2,4,124,Cannot Lose Them
18203,396,6,10261,1,3,2,132,At Risk
20166,25,5,20756,4,2,4,424,Potential Loyalists
21143,29,7,10652,4,4,2,442,Others
21713,737,5,17988,1,2,4,124,Cannot Lose Them
21840,57,7,12036,4,4,2,442,Others
22292,716,5,18314,1,2,4,124,Cannot Lose Them
23718,119,5,19037,3,2,4,324,Promising
26302,87,3,14591,3,1,3,313,Others
29844,369,7,12161,2,4,2,242,Others
32002,68,5,23569,4,2,4,424,Potential Loyalists
32546,274,3,13497,2,1,3,213,Others
32640,611,5,18099,1,2,4,124,Cannot Lose Them
32920,376,6,12457,1,3,2,132,At Risk
33005,40,5,18156,4,2,4,424,Potential Loyalists
33009,177,5,18809,3,2,4,324,Promising
34062,536,5,18490,1,2,4,124,Cannot Lose Them
37918,579,6,12712,1,3,2,132,At Risk
38147,12,5,19602,4,2,4,424,Potential Loyalists
38444,546,6,12569,1,3,2,132,At Risk
39145,241,3,13003,2,1,3,213,Others
39860,478,6,10157,1,3,2,132,At Risk
39866,578,8,13610,1,4,3,143,Cannot Lose Them
43788,14,5,19229,4,2,4,424,Potential Loyalists
44342,596,7,17800,1,4,3,143,Cannot Lose Them
45926,12,5,19554,4,2,4,424,Potential Loyalists
46761,789,7,17810,1,4,3,143,Cannot Lose Them
49064,579,7,17269,1,4,3,143,Cannot Lose Them
49656,14,7,11323,4,4,2,442,Others
1790,361,3,13281,2,1,3,213,Others
2490,132,3,13463,3,1,3,313,Others
2922,35,5,17982,4,2,4,424,Potential Loyalists
4448,622,3,13651,1,1,3,113,Others
5661,24,5,19185,4,2,4,424,Potential Loyalists
7620,615,6,12338,1,3,2,132,At Risk
10712,183,5,19909,3,2,4,324,Promising
10956,122,5,18555,3,2,4,324,Promising
11865,74,5,18087,4,2,4,424,Potential Loyalists
12548,427,5,18483,1,2,4,124,Cannot Lose Them
14978,125,4,18001,3,2,4,324,Promising
15476,87,7,11763,3,4,2,342,Others
19353,110,7,9080,3,4,2,342,Others
26030,381,3,14212,1,1,3,113,Others
27086,32,5,18785,4,2,4,424,Potential Loyalists
27337,26,7,10713,4,4,2,442,Others
32333,80,7,12557,3,4,2,342,Others
34482,56,4,18384,4,2,4,424,Potential Loyalists
36404,453,3,13042,1,1,3,113,Others
38075,58,6,6580,4,3,1,431,Potential Loyalists
45288,479,5,19888,1,2,4,124,Cannot Lose Them
45312,683,4,18600,1,2,4,124,Cannot Lose Them
45402,115,3,13029,3,1,3,313,Others
45518,9,7,12692,4,4,2,442,Others
46953,645,7,15004,1,4,3,143,Cannot Lose Them
46959,800,7,16937,1,4,3,143,Cannot Lose Them
48116,23,5,19037,4,2,4,424,Potential Loyalists
151,66,8,10760,4,4,2,442,Others
473,364,6,8736,2,3,1,231,At Risk
4477,48,6,8327,4,3,1,431,Potential Loyalists
4997,148,5,21875,3,2,4,324,Promising
6654,378,7,11033,1,4,2,142,Others
11659,6,6,5795,4,3,1,431,Potential Loyalists
12617,639,8,13981,1,4,3,143,Cannot Lose Them
13872,568,8,17220,1,4,3,143,Cannot Lose Them
14550,47,3,14100,4,1,3,413,New Customers
19768,532,6,11415,1,3,2,132,At Risk
20713,607,6,10675,1,3,2,132,At Risk
20772,130,7,12072,3,4,2,342,Others
25767,47,5,22826,4,2,4,424,Potential Loyalists
26163,138,5,18722,3,2,4,324,Promising
27719,46,5,18051,4,2,4,424,Potential Loyalists
28194,400,3,13087,1,1,3,113,Others
29044,398,8,15160,1,4,3,143,Cannot Lose Them
30777,431,6,12579,1,3,2,132,At Risk
31873,634,6,8257,1,3,1,131,At Risk
34364,583,3,13086,1,1,3,113,Others
35541,176,3,13151,3,1,3,313,Others
36509,153,5,19543,3,2,4,324,Promising
37309,377,6,11902,1,3,2,132,At Risk
45977,802,6,12303,1,3,2,132,At Risk
46386,47,7,12555,4,4,2,442,Others
49411,395,6,10999,1,3,2,132,At Risk
49692,92,6,7961,3,3,1,331,Promising
985,490,7,13829,1,4,3,143,Cannot Lose Them
3431,135,5,18644,3,2,4,324,Promising
5750,403,5,18610,1,2,4,124,Cannot Lose Them
7818,565,5,18229,1,2,4,124,Cannot Lose Them
7945,410,3,13691,1,1,3,113,Others
12957,521,6,9824,1,3,2,132,At Risk
13876,189,7,12339,2,4,2,242,Others
16152,10,5,21559,4,2,4,424,Potential Loyalists
18375,539,6,10236,1,3,2,132,At Risk
20137,7,5,18175,4,2,4,424,Potential Loyalists
20201,181,5,18430,3,2,4,324,Promising
21035,4,7,12641,4,4,2,442,Others
25345,58,5,17927,4,2,4,424,Potential Loyalists
27457,87,5,19806,3,2,4,324,Promising
27507,184,4,18451,3,2,4,324,Promising
34876,109,5,18515,3,2,4,324,Promising
35237,429,3,14014,1,1,3,113,Others
35949,494,5,19118,1,2,4,124,Cannot Lose Them
39904,61,7,10298,4,4,2,442,Others
40101,220,3,13608,2,1,3,213,Others
41529,40,7,12940,4,4,2,442,Others
44691,135,5,18809,3,2,4,324,Promising
1556,404,5,17975,1,2,4,124,Cannot Lose Them
3578,218,7,12599,2,4,2,242,Others
3700,479,7,14453,1,4,3,143,Cannot Lose Them
3754,229,6,8651,2,3,1,231,At Risk
5671,244,3,14259,2,1,3,213,Others
5954,201,7,10810,2,4,2,242,Others
6801,92,5,18025,3,2,4,324,Promising
9180,386,5,19296,1,2,4,124,Cannot Lose Them
10307,209,7,12237,2,4,2,242,Others
11539,46,6,7624,4,3,1,431,Potential Loyalists
11688,120,7,12959,3,4,2,342,Others
12032,374,6,11620,1,3,2,132,At Risk
13916,147,6,8310,3,3,1,331,Promising
15484,270,8,12579,2,4,2,242,Others
15534,112,5,19750,3,2,4,324,Promising
17949,274,7,12900,2,4,2,242,Others
22622,64,5,22733,4,2,4,424,Potential Loyalists
23458,60,8,11057,4,4,2,442,Others
24418,506,7,16442,1,4,3,143,Cannot Lose Them
25190,474,5,22532,1,2,4,124,Cannot Lose Them
31176,820,6,10495,1,3,2,132,At Risk
31637,452,6,12552,1,3,2,132,At Risk
32041,270,3,13374,2,1,3,213,Others
32940,25,4,18315,4,2,4,424,Potential Loyalists
40245,135,5,19274,3,2,4,324,Promising
42172,610,6,12414,1,3,2,132,At Risk
43619,166,3,13125,3,1,3,313,Others
44219,647,8,17503,1,4,3,143,Cannot Lose Them
45079,654,5,19481,1,2,4,124,Cannot Lose Them
47282,382,7,17801,1,4,3,143,Cannot Lose Them
48646,141,3,13074,3,1,3,313,Others
49309,462,6,12930,1,3,2,132,At Risk
4541,546,6,12462,1,3,2,132,At Risk
7155,571,7,16242,1,4,3,143,Cannot Lose Them
11567,13,5,18532,4,2,4,424,Potential Loyalists
12502,450,5,18390,1,2,4,124,Cannot Lose Them
14836,190,8,9186,2,4,2,242,Others
15977,39,7,12959,4,4,2,442,Others
16285,36,5,20108,4,2,4,424,Potential Loyalists
17719,157,5,22190,3,2,4,324,Promising
18428,165,6,8403,3,3,1,331,Promising
22451,102,9,12328,3,4,2,342,Others
22712,534,6,10159,1,3,2,132,At Risk
22828,385,5,18121,1,2,4,124,Cannot Lose Them
22924,757,7,9358,1,4,2,142,Others
24008,23,5,21952,4,2,4,424,Potential Loyalists
25726,50,6,7379,4,3,1,431,Potential Loyalists
27847,181,5,18092,3,2,4,324,Promising
29795,563,3,13416,1,1,3,113,Others
32890,533,5,19767,1,2,4,124,Cannot Lose Them
33898,145,5,18988,3,2,4,324,Promising
36814,314,7,9752,2,4,2,242,Others
40235,146,7,10197,3,4,2,342,Others
40505,16,6,8720,4,3,1,431,Potential Loyalists
41523,398,7,15465,1,4,3,143,Cannot Lose Them
42215,381,5,17985,1,2,4,124,Cannot Lose Them
48126,172,6,7943,3,3,1,331,Promising
48683,65,5,24459,4,2,4,424,Potential Loyalists
49922,374,6,10598,1,3,2,132,At Risk
49937,570,5,19439,1,2,4,124,Cannot Lose Them
265,83,5,18780,3,2,4,324,Promising
4554,630,7,16002,1,4,3,143,Cannot Lose Them
4682,7,5,18402,4,2,4,424,Potential Loyalists
8291,373,3,13836,1,1,3,113,Others
9962,166,7,9862,3,4,2,342,Others
12395,142,3,13216,3,1,3,313,Others
15134,475,7,17532,1,4,3,143,Cannot Lose Them
16089,661,3,13561,1,1,3,113,Others
16794,423,5,22461,1,2,4,124,Cannot Lose Them
18020,452,5,18137,1,2,4,124,Cannot Lose Them
18523,418,5,19226,1,2,4,124,Cannot Lose Them
19263,288,3,13200,2,1,3,213,Others
19288,241,7,8137,2,4,1,241,Others
19853,445,6,9472,1,3,2,132,At Risk
20061,32,3,13165,4,1,3,413,New Customers
24828,416,6,9532,1,3,2,132,At Risk
25826,457,8,15577,1,4,3,143,Cannot Lose Them
29434,224,7,12656,2,4,2,242,Others
29727,392,7,17438,1,4,3,143,Cannot Lose Them
30395,0,5,19821,4,2,4,424,Potential Loyalists
31834,916,3,13370,1,1,3,113,Others
33271,740,7,17365,1,4,3,143,Cannot Lose Them
33818,122,6,7861,3,3,1,331,Promising
38138,719,5,20328,1,2,4,124,Cannot Lose Them
39369,304,6,7596,2,3,1,231,At Risk
41249,85,7,12854,3,4,2,342,Others
44567,331,3,13827,2,1,3,213,Others
45256,432,6,12601,1,3,2,132,At Risk
46967,907,3,14750,1,1,3,113,Others
48117,129,5,18035,3,2,4,324,Promising
237,393,7,17112,1,4,3,143,Cannot Lose Them
271,56,5,19721,4,2,4,424,Potential Loyalists
1027,80,5,19686,3,2,4,324,Promising
1612,467,6,12438,1,3,2,132,At Risk
2673,423,5,20519,1,2,4,124,Cannot Lose Them
3836,115,7,12624,3,4,2,342,Others
6277,38,5,19900,4,2,4,424,Potential Loyalists
7467,6,5,20194,4,2,4,424,Potential Loyalists
8246,669,7,15966,1,4,3,143,Cannot Lose Them
8536,41,3,14826,4,1,3,413,New Customers
9146,672,6,11322,1,3,2,132,At Risk
10421,34,5,18589,4,2,4,424,Potential Loyalists
11786,476,6,11799,1,3,2,132,At Risk
13946,553,7,16209,1,4,3,143,Cannot Lose Them
16735,326,3,14164,2,1,3,213,Others
17213,423,6,11358,1,3,2,132,At Risk
17738,128,5,19057,3,2,4,324,Promising
21478,106,7,8970,3,4,2,342,Others
22271,441,6,12294,1,3,2,132,At Risk
22790,375,6,12935,1,3,2,132,At Risk
24588,37,5,18097,4,2,4,424,Potential Loyalists
